walker	beta0	tau_sq_0	ell0	beta1	tau_sq_1	ell1	beta2	tau_sq_2	ell2	beta3	tau_sq_3	ell3	beta4	tau_sq_4	ell4	beta5	tau_sq_5	ell5	beta6	tau_sq_6	ell6	beta7	tau_sq_7	ell7	beta8	tau_sq_8	ell8	beta9	tau_sq_9	ell9	beta10	tau_sq_10	ell10	beta11	tau_sq_11	ell11	beta12	tau_sq_12	ell12	beta13	tau_sq_13	ell13	beta14	tau_sq_14	ell14	beta15	tau_sq_15	ell15	beta16	tau_sq_16	ell16	beta17	tau_sq_17	ell17	beta18	tau_sq_18	ell18	beta19	tau_sq_19	ell19	beta20	tau_sq_20	ell20	beta21	tau_sq_21	ell21	beta22	tau_sq_22	ell22	beta23	tau_sq_23	ell23	beta24	tau_sq_24	ell24	beta25	tau_sq_25	ell25	beta26	tau_sq_26	ell26	beta27	tau_sq_27	ell27	beta28	tau_sq_28	ell28	beta29	tau_sq_29	ell29	sigma_noise	sigma_gp	lambda	log_l	log_p
126	-7.333618071e+02	1.379214248e-02	6.675648643e-03	3.445737748e+02	6.942395557e+01	1.265898168e-03	1.747420672e+02	1.834573815e-01	4.160378660e-02	-6.497364645e+01	5.244236334e-06	4.989415718e+00	-5.512724053e+02	9.480692721e-01	4.015902052e+00	4.259770050e+02	7.948118709e+01	1.937168417e+01	-5.103844159e+02	1.877472662e-04	1.077306786e-01	7.405411020e+02	7.450543190e-06	2.151407417e+01	-9.012330739e+02	8.828357853e-05	4.208721499e+01	-8.869265653e+02	6.644279555e-05	1.796048939e-01	-6.922962368e+02	1.241300216e-04	4.312183509e-03	-5.269203013e+02	1.587312210e-05	1.005857558e-01	-1.959702365e+02	7.127206246e-05	9.084665670e+01	5.010802778e+02	4.472725771e-06	3.535069474e+01	7.865595666e+02	9.841500296e+01	1.358976197e+01	-5.124041313e+02	5.845610987e-01	2.873124179e-02	5.896319951e+02	2.236467725e-05	6.197301224e-03	9.091667674e+02	1.961271865e-02	6.708157454e-03	9.320072848e+02	1.093685417e-03	1.004308734e+01	4.032193258e+02	2.844374176e+01	3.745864898e+00	-9.096001149e+02	8.515344518e-03	5.168451878e-03	-7.459670866e+02	4.052185757e-04	2.956179428e-03	9.711639097e+02	1.649478691e+00	8.331617828e-03	-1.575892859e+02	5.257240889e-05	1.066921091e-02	-9.826468389e+02	3.530797955e-02	1.025589164e+01	-2.848400620e+02	1.130335202e-06	6.209356064e-01	8.379728870e+02	2.432163509e-01	1.859091491e+01	7.182049602e+02	7.338375035e-04	2.651210409e-01	5.453184734e+02	4.420316457e-02	2.478326633e-03	6.192574840e+02	1.351830227e-03	2.632246140e+01	1.247948226e+01	2.042950408e+01	1.972241893e-02	-8.555332177e+08	-2.033825786e+02

127	-7.034154337e+02	2.019509932e-01	2.083747108e+00	-1.206624372e+01	3.023086375e+01	2.176516810e+01	-7.559610005e+02	4.582283098e+00	1.347824587e+01	3.771109589e+02	2.911644746e-06	4.997502341e+01	2.501371232e+02	1.601963895e+00	8.874524063e+00	-4.886278600e+02	3.829773952e-06	3.517551457e+01	-4.756930748e+02	5.439752845e+00	1.137185835e+01	-8.425554670e+01	3.257118772e-02	5.501219885e-02	-1.487833731e+02	1.281361552e-01	6.519958638e-03	-1.830520772e+02	1.969273780e+00	3.864448204e+00	-5.774360662e+01	4.234762642e-04	2.811662627e+00	-2.509773146e+02	4.310365708e-04	4.110488640e-01	1.156548731e+02	1.744621989e+00	1.052136532e+01	2.221498702e+01	1.473991309e-04	3.333775327e-01	-5.265505285e+02	1.469925484e-02	5.905412129e-03	-2.017595887e+02	4.445950433e-03	4.796679432e-01	2.946506983e+02	7.073248512e-03	2.043350926e+01	5.151180298e+01	4.456980769e-04	3.405492301e-02	-6.380885710e+02	2.372700053e-01	2.655657113e-02	-5.294507018e+02	1.735515319e+00	4.101696674e+01	-3.244751124e+02	3.448153739e+00	1.379125860e-01	6.015294766e+02	8.220682825e+00	2.273205779e+00	-4.519486967e+02	4.570427996e+00	4.868229105e+00	-2.541377084e+02	5.262056979e-06	5.799779955e-01	-2.542712978e+02	3.368143597e+01	3.455120828e-01	-5.617702944e+02	1.475387573e-02	1.621692683e-02	4.814459431e+02	2.320982346e+01	7.848807905e-02	3.672246714e+02	1.278579535e+01	1.825026612e+00	7.402544951e+02	2.136749960e-01	3.759493360e+01	-1.611901833e+02	6.317027719e+00	9.457106102e-02	1.583173867e-01	1.171799599e+01	3.934821835e+00	-2.498665633e+12	-3.264715713e+02

128	1.201958713e+02	7.872998487e-05	9.622098694e-01	5.465454561e+02	7.454138220e+01	3.024715107e+00	-3.905362862e+02	5.776718288e-06	7.060373841e+01	-8.305603022e+02	4.705966509e-03	3.537025197e+00	4.207412989e+02	5.332111859e-05	2.861770776e-01	2.242445406e+02	1.357601163e-04	2.831631340e+00	-6.054085827e+01	3.395604334e-06	5.447085296e-01	5.517453755e+02	7.545605866e-02	1.259990789e+00	8.209199341e+02	7.547712395e-01	3.760811074e-03	-6.053230781e+02	1.017879952e-02	4.265648686e-02	-9.950456281e+02	1.670400803e-01	1.423349936e-01	-2.094112724e+02	1.041517178e+00	5.818898918e-01	-4.315329580e+02	2.188465066e-02	1.306974096e-02	-4.632043656e+02	8.012958585e-03	1.210808529e-01	2.696131608e+02	5.758244669e-03	1.376246617e-02	6.747700416e+02	1.458787243e-03	1.142612252e+01	4.594523513e+02	1.790954712e+01	3.035663439e+00	-6.304910150e+02	2.713847904e-06	1.243458626e+01	7.249824324e+02	1.052090895e-03	5.436486558e-03	4.361793979e+02	2.614564081e-04	6.332173827e-03	-2.247871253e+02	1.245009483e-04	2.726113793e-02	-7.786731162e+02	4.674433213e-05	6.323398779e-03	-7.212599927e+02	6.996656623e-01	3.645608687e+01	6.109102467e+02	2.294982774e-02	2.853088447e-02	-3.686695423e+01	1.184132276e-01	2.248052335e-01	6.538996386e+02	1.089091882e-05	3.573696834e-01	5.754989216e+02	1.592633188e-05	5.644990799e-02	-6.247621508e+02	6.444177568e+00	5.744370236e-03	3.913231896e+02	7.743973379e-01	2.368311863e+00	9.677176292e+02	4.007733440e-02	1.784621161e+01	1.161775594e-04	1.547110927e+01	6.905404470e-03	-9.395800237e+18	-1.920935303e+02

129	-9.585507662e+02	3.585829197e+00	3.692078558e-03	-2.108608903e+02	1.882655754e-05	3.556740757e+00	-8.958060992e+02	5.257515688e-05	8.142711278e+00	4.971580575e+02	3.371524182e-04	2.935223061e+01	9.163086709e+02	6.009645261e-01	6.939993442e+01	9.160184862e+02	1.262610994e-02	2.478574422e+00	2.964196625e+02	2.446213989e-06	1.463397863e-02	4.387360299e+02	2.499310875e-05	9.749235556e-03	3.447046166e+02	7.465819591e-05	5.802639167e+01	-5.323670151e+02	4.486667913e-06	3.400272158e+00	-4.417053947e+02	9.880009161e-05	4.443366568e+01	-2.058289630e+00	4.173539469e-04	6.992546248e-01	-8.559496190e+02	3.692595515e-05	1.567849011e+01	-4.130652517e+01	2.111152903e-04	5.790584625e-02	-3.662873534e+02	7.560263696e-04	3.432594987e-03	6.249114032e+02	2.338995189e-01	8.205843982e+01	9.237266349e+02	6.529998853e-02	1.460397616e-01	3.439651919e+02	3.068321519e-02	2.592445274e+01	-3.433960474e+02	7.007193151e-05	1.497668576e+00	7.658629574e+02	1.864707293e+00	7.498087638e-03	-7.197818592e+02	4.027012286e+00	1.430083661e-03	-9.834911002e+02	5.845579789e-04	4.164921843e-03	-3.339491292e+02	2.737968859e-01	2.017062438e-03	3.671960814e+02	1.096428698e+00	1.360458482e-03	-1.311371298e+02	1.422171455e+01	2.645768172e-03	-1.621526876e+02	3.765876005e+01	7.628999689e+00	5.785861110e+02	1.178890693e-05	8.784931871e-01	-8.998856387e+02	3.142312803e-05	6.190814461e+00	-8.613292182e+02	2.239885536e-05	1.032649406e+01	-7.703288753e+02	1.524162667e-01	5.624202825e+01	3.428388733e-06	1.003712871e-01	3.000663420e-03	-1.022969105e+22	-1.846324135e+02

130	9.797794883e+01	1.801144784e-03	5.129373882e-03	-9.268593300e+01	8.429188801e-01	9.853007518e+00	3.892784095e+01	6.564271307e-04	2.029475388e-03	4.713759566e+02	2.241632151e-03	1.598383365e-01	-7.456478732e+02	5.616624005e-04	4.980799192e+00	-4.317800291e+02	2.263277424e-06	3.330998024e-03	8.009918983e+02	8.270809194e+00	1.383930326e-01	-6.898726113e+02	1.498583945e-03	2.620299053e-02	6.409013644e+02	1.017396830e+01	2.472274083e-03	5.219841590e+02	3.271182652e+01	3.704466088e+00	-5.799647076e+02	4.624063680e+00	1.001945806e+01	-8.536085153e+02	9.478635621e-06	1.034296709e-01	-5.117897721e+02	9.152635878e-03	5.108984960e+00	-5.655774091e+02	4.150914046e-06	4.627723724e-02	-6.569290817e+01	6.942617735e-06	4.525833540e+01	-9.372390420e+02	1.955308059e-06	6.384277568e-02	-5.630965982e+02	4.437304069e+01	5.657001810e-01	7.747495402e+02	2.034632014e-03	5.298834066e-03	-7.722943633e+02	1.229520681e-06	1.709662008e-03	-5.518393720e+01	7.552915311e+01	1.806604883e+00	-9.655729471e+01	1.386849636e-02	6.710866344e-03	-7.705889907e+02	1.855911627e-01	5.430095585e-03	-4.054970793e+02	1.818747187e+01	4.764489491e+00	7.080650711e+02	1.318504398e-05	1.411801824e-03	-5.807918473e+02	1.274416869e-03	4.914167592e+00	-4.741304827e+02	2.055476048e-01	2.076169823e+01	8.377405934e+01	1.550270843e-03	3.434551550e+01	-9.212413148e+02	7.216479385e-04	3.199557313e+01	-2.440594609e+02	7.674961146e-04	1.633245955e-03	2.274579168e+02	2.732174700e+00	2.146312342e-02	6.874280115e+00	1.050432883e+01	1.142252912e-03	-1.287034404e+10	-1.978345146e+02

131	-2.415150029e+02	5.183047791e-01	5.389194755e-01	3.625126831e+02	8.124674133e-01	1.082173858e+01	7.490576693e+02	2.102443319e+01	1.811222829e-01	2.176878719e+02	5.028353677e-01	3.410254800e-01	2.127449344e+02	2.123573533e+00	1.986195343e+00	8.164200946e+02	3.283738500e-01	5.256694052e+01	3.015641360e+02	2.875226637e-02	1.393534341e+01	6.045583095e+02	5.854298714e+00	7.104137495e+01	3.262013606e+02	1.062636598e-03	7.978742198e+00	3.535363814e+02	1.655827064e+01	1.670504922e+00	3.349389654e+02	9.637589995e-02	1.416503296e+01	-2.633983673e+02	1.484942960e-01	1.635446122e+01	-3.820202835e+02	5.709082389e+00	2.951689165e-01	-1.015986842e+02	2.782075672e+01	7.888466080e-01	6.244005167e+02	4.759990669e+00	8.231252691e-01	1.889168054e+02	1.449024561e-01	1.446937151e+01	3.254104234e+02	8.045560448e-03	9.630962985e-02	-7.304352734e+01	3.904723038e-03	1.864598787e+01	3.936725243e+02	8.126960315e-01	2.952092081e-01	4.354775728e+02	1.197575663e-01	5.897214873e+01	9.187369197e+01	6.628273145e-03	4.163370081e+01	-3.194247922e+02	5.141145280e-02	9.202271473e+00	-1.829458682e+02	2.140976040e-01	1.543318413e+01	-4.356960048e+02	3.407705783e+00	5.502619112e+00	3.448425095e+00	8.062726334e-01	5.475603247e-01	-1.890374725e+02	5.301508637e-03	5.227466387e-01	2.033674674e+02	1.785198321e+00	1.606468787e+01	2.567781421e+02	2.002871092e-03	7.208053825e+00	-3.542710382e+02	1.563160561e-04	5.784777075e+00	2.318913768e+02	2.981565671e-02	4.619983354e+00	3.989961012e-02	1.051607644e+01	8.989530387e-01	-1.396577783e+12	-3.874048368e+02

132	-8.216994378e+02	3.692198180e-06	5.271450163e-01	-2.100668050e+01	2.148305643e-04	1.564896662e-01	6.465024102e+02	6.997400540e-05	2.626939308e+00	-5.715852409e+02	9.866651463e+00	1.128801116e-02	-4.172982078e+02	3.766493474e-03	9.031233623e-01	-1.262031362e+02	1.845764372e+01	3.540739891e+01	4.610932364e+02	4.192032420e-01	2.394479619e+01	4.051633304e+02	1.486729468e-05	7.413210657e+01	-5.026816253e+02	2.596980759e-03	2.991329321e-02	3.723468453e+02	4.122680384e-04	4.874715651e+01	-5.116892658e+02	1.107515396e-04	7.133471045e+00	-6.796661673e+02	2.637924119e-01	4.579660672e+01	3.651140301e+02	5.003305618e-06	6.982196022e-01	7.071765670e+02	2.177191361e-01	1.958141299e+01	-1.750727452e+02	6.095434373e-03	1.908437655e+01	5.840472447e+02	7.239856961e+01	2.029207772e+00	2.763930338e+02	2.846223709e+00	5.232916957e+01	-6.333511328e+02	1.587331709e-03	1.125975388e-01	-8.800688215e+02	9.380246118e-01	3.035096872e-02	4.642797310e+02	1.015082077e+01	1.160847496e-01	5.316518055e+02	1.816573897e+01	6.683178262e-02	-7.750205157e+02	7.455404441e-02	1.505359782e-03	3.625228604e+02	1.593330081e-04	2.581547641e-02	-3.844835686e+02	4.226913168e+00	1.552491303e-01	-1.103819792e+02	4.633027389e+01	3.531814091e-01	5.442967546e+02	2.522918480e+00	4.361542449e+01	8.300087700e+02	1.877222829e-02	1.703181875e-02	7.998764205e+02	7.582811349e-06	7.641302838e+01	3.333521674e+02	1.984061496e-01	2.170143613e-02	-1.344556597e+02	5.069554316e-03	2.500624690e+01	1.314411491e-03	4.648418507e-01	1.423314665e-03	-9.123781524e+16	-2.743145676e+02

133	-4.135669718e+02	5.088189283e-05	3.787272917e-02	8.101483341e+02	1.794280092e+01	1.465676589e-03	8.204118795e+02	3.458283501e-01	6.198352972e+01	-2.176257774e+02	5.857808201e-02	2.769859637e+00	9.018437710e+02	3.978732705e-05	1.285886558e-02	-3.261680170e+02	1.655948756e-06	5.826809900e-03	8.525415791e+02	1.699566816e+00	9.456775439e+01	-3.718174163e+02	1.790075032e-01	2.832802297e-02	-1.842383258e+02	3.873983184e-04	1.156286048e-01	-5.472441207e+01	1.657296489e-06	8.916847208e-03	2.137558455e+01	1.016412920e-03	4.565211047e+01	-2.787323522e+02	3.493031960e+01	4.564811023e-02	7.841110567e+02	8.169825551e-04	1.373542314e+00	3.500542668e+02	3.588065161e-06	7.301450610e+00	2.238658394e+02	1.626507353e-04	1.747640197e-02	4.823738587e+02	8.567390800e-06	1.742888757e+01	2.770318005e+02	1.249315131e+00	4.094919501e-01	7.591521710e+01	1.429339644e-05	1.088853235e-01	2.681270697e+02	1.177444353e-05	4.656589992e+01	-8.094554463e+02	1.671846133e-05	2.424915297e-02	9.319017909e+02	1.235998195e-05	3.045339695e-02	-7.556723444e+02	1.106404176e-04	2.411178696e-02	7.670345848e+00	4.139953375e-05	6.427113514e-03	-2.236713969e+02	4.561830928e-02	1.918269943e+00	-6.220883978e+02	1.206172534e-03	1.066456342e-02	-8.930335677e+02	8.226930774e+00	5.849361237e-01	-8.736726366e+02	4.650683895e-01	5.883418717e-01	8.367114931e+02	3.730553199e+01	9.503282433e-03	6.392625513e+02	6.798196339e+00	6.570345726e+00	-7.945079393e+02	5.727296623e-02	1.164362996e+00	2.085257777e-05	3.816250366e-01	2.234124114e-02	-3.154237941e+20	-1.705676939e+02

134	9.624068092e+01	2.073915012e-04	7.002577766e-02	8.930186041e+02	1.368660076e+00	8.321963706e-03	-1.710992064e+01	7.165334904e-01	1.230071001e+01	2.347748025e+02	5.303570401e+00	4.327751576e-03	2.612651646e+02	5.058329315e-02	3.000544978e-01	4.468792408e+02	5.884729648e-01	1.665761026e-01	7.829393725e+02	3.257374052e-04	6.833207983e-03	4.725987477e+02	1.068525342e+01	1.663196193e-01	8.563200958e+02	1.187278826e+00	1.275280704e-01	-4.125177122e+02	4.774996194e-05	1.129271048e+00	-9.672023131e+02	9.960545981e-04	8.789252995e-01	-5.439569799e+02	1.184293622e-02	8.309160960e-02	6.758488452e+02	2.180904637e-06	8.873649650e-03	6.352594224e+02	5.172775030e-05	8.657190960e-03	8.777228980e+02	8.154956097e-01	4.391041470e+00	-2.620850322e+02	9.065485114e-02	2.306454862e-01	8.799444405e+02	1.709837657e+00	1.410562954e+01	-1.553639921e+02	3.406551149e+00	1.374553935e+00	-3.389288263e+02	2.104149103e-01	4.088055857e-01	-5.527782193e+02	4.496954363e-02	3.247536134e-03	9.432841673e+02	6.075592869e-04	3.627578801e-01	1.978863563e+02	7.369674250e+01	3.711515900e-01	9.259352749e+02	4.011419089e-02	3.532770562e-01	5.013800766e+01	9.551308156e-03	1.183954815e+00	-9.460137361e+02	3.003856959e+01	4.374799033e-01	-7.744786016e+02	7.723032135e+00	3.090887902e+01	4.193064603e+02	2.240263874e-02	9.682698705e+01	-8.498534476e+02	4.706343095e+00	9.036257826e+00	4.011990305e+02	1.710096209e-05	2.464731039e-02	2.156210447e+02	1.428290812e+00	2.265279518e-01	2.698345384e-04	1.214875646e-01	4.151567888e-01	-1.627722899e+18	-2.651223220e+02

135	-5.681640234e+02	1.290582758e+00	8.328408537e+00	-6.620489169e+02	1.377990772e-02	1.181709644e-03	1.469548590e+02	5.130057808e-05	2.905917804e+01	2.052267474e+01	1.268406567e-04	1.829523070e-01	-9.971220364e+01	2.325578923e+01	7.918312502e-03	8.299550207e+02	4.030446272e-03	1.480085312e-03	-2.458783994e+02	5.143475320e+00	1.118399003e+01	7.946267503e+02	8.650112354e-03	4.707041231e-01	4.505464323e+01	3.290954668e+00	2.943251186e+01	-2.651955092e+01	6.061291892e+00	1.076337674e+00	-3.731230269e+02	1.028720481e-02	2.940264042e+00	-8.335765524e+02	6.501473762e+00	1.012758201e+00	-2.489752337e+02	1.265837813e+01	3.392324979e-02	1.491499706e+02	8.254741088e+00	4.590538877e-03	1.618743368e+02	6.515683894e-01	2.796332393e-03	9.727462168e+01	2.983666314e+01	2.533934702e+01	3.648692756e+02	1.174938586e-02	4.754110740e+00	-2.308896629e+02	1.691544330e+01	6.861868023e-03	2.340906573e+02	5.931501183e+00	4.758564088e+00	-8.148383611e+02	3.125312287e-01	2.375006153e+01	6.434501548e+02	9.768877095e-03	1.923047949e-02	-4.727681681e+02	5.469981327e+00	2.183408954e+01	4.323793608e+02	1.789319865e-03	7.093809023e-03	8.683428733e+02	1.987942027e-01	1.180107393e+00	1.876166213e+02	2.519772638e+01	5.574801946e-01	-3.103887075e+02	1.129181000e+00	1.642477310e+01	-4.734714531e+02	9.177278016e-05	5.794332890e-02	5.844162744e+02	5.083822909e-01	2.107726456e+01	5.860625638e+02	4.814568336e+00	3.500869144e+01	-4.472812679e+02	4.576830975e+01	4.637917580e+00	3.380046227e-02	2.965737945e-01	3.027210650e-01	-1.553780092e+12	-3.410787414e+02

136	5.344255992e+02	3.416689131e-04	4.532099262e-03	4.204766415e+02	2.616956119e-05	1.719318794e-02	-7.362543993e+02	7.576954205e-03	1.152451460e+00	4.198155495e+02	1.061953609e+00	1.156964018e-03	-2.112890130e+02	5.696144637e+01	1.507830791e-02	8.834921727e+02	6.283073536e-03	1.607138381e-01	-2.190647332e+02	7.074542615e+01	4.141641528e-01	2.288082849e+02	2.010218976e-06	1.071962535e-01	2.267098203e+02	7.739581110e+01	3.724551312e+01	2.730420019e+02	4.844077280e-04	9.241389853e-01	-9.361129510e+02	1.587186693e-01	3.393789999e-02	-6.794222048e+02	3.723322759e+00	3.243184465e-01	-1.495776443e+02	5.840796532e-04	2.483548819e+01	1.779511655e+02	1.275849284e-03	6.385642364e-01	4.574416724e+02	3.721407266e-04	9.645773698e+00	-5.176211081e+02	7.126765306e-06	1.726551519e-03	4.397816897e+02	1.571128083e-04	6.106305210e-03	2.465120462e+02	9.972338613e-01	9.697409934e-02	-7.267869442e+02	4.361150252e-01	1.259200336e-03	-8.220425329e+02	1.377725517e-04	2.871158463e+01	9.846966196e+02	1.988235902e-02	3.120820656e-01	2.477219626e+02	1.739603074e+01	4.805477237e+00	-6.689446841e+02	8.685715494e-03	3.906037596e+00	8.556706656e+01	3.380099820e-02	7.614808457e-02	-9.824509936e+02	6.444509064e-01	8.562123217e-03	6.540523350e+00	2.625725975e-02	3.093026234e-03	-1.458033590e+02	8.580629624e-02	1.377110600e+00	-3.742639343e+02	7.439965409e-01	2.008766006e-01	9.811188271e+02	7.508384852e-06	2.005137781e-01	5.690789716e+02	1.346445419e+01	1.910495636e-02	9.641817350e-04	2.301008255e-06	1.548637849e-02	-1.113172261e+17	-2.016075788e+02

137	-1.336540708e+02	6.007570855e+00	3.555134629e+01	-3.287349611e+02	2.937753583e+01	1.277098574e+00	-7.869487204e+02	1.834505644e+00	2.213653261e+00	1.997146706e+02	1.758795349e+01	2.804233487e-01	6.335807149e+02	2.555198513e-03	1.967207935e+00	-6.792505034e+02	4.188643782e+01	3.244512709e-02	8.984444440e+02	6.678757167e-01	2.677473478e-02	2.529377054e+02	4.365391615e-05	5.322845001e+00	7.849362833e+02	5.004765239e+00	1.173291537e+00	3.782172197e+02	4.762573682e+00	2.643635173e-03	7.206244581e+02	7.594796624e+00	2.358929687e-01	2.113643626e+02	1.800426024e-01	2.633883661e-02	-9.062054490e+02	8.769866194e+00	2.670297445e+01	-1.284894297e+02	8.903756047e-04	8.717655224e-02	4.510286927e+02	2.054179222e-01	2.481419737e+00	3.548625673e+02	2.453256302e-04	5.920740333e+00	-6.409193000e+02	1.022219151e-05	1.145609522e+00	-3.928247611e+02	4.253438828e+01	2.675950541e-01	1.604394222e+02	2.147196783e-04	2.241816470e+00	5.678349575e+02	5.614447978e-01	4.522267404e-02	1.433013051e+02	5.606856695e-03	3.751670913e-03	1.861131838e+02	4.162745023e-04	1.242816771e+01	3.059831667e+02	3.703270093e-02	3.448446597e-02	-7.517553061e+02	2.020375777e-02	1.784311127e+00	3.224135987e+02	1.110361623e-04	6.803376926e+00	1.425801803e+02	5.601342793e-05	3.004539521e-01	-2.228625175e+02	7.796416698e+00	3.743756957e-01	4.630714383e+02	5.073051660e-03	4.092797791e+00	1.227773767e+02	8.676097636e+00	1.583770709e-01	-2.345411419e+02	4.184885744e-04	9.066133572e+00	5.990575477e-02	1.450130553e-01	1.099543685e-02	-6.227563683e+12	-2.910509561e+02

138	-5.583270379e+02	4.982778804e-06	2.679446948e-03	-9.615341235e+02	5.050791199e-04	1.533709781e-03	8.799544243e+02	2.000641811e-05	3.122926616e+01	-4.183308711e+02	4.173954292e-06	1.068399458e-03	-2.620507249e+02	1.007389682e+01	5.657305176e-02	3.323402534e+02	5.281002453e-05	3.803945529e+00	6.322015455e+02	1.476209223e-06	2.223371157e+00	-9.593760211e+02	1.519220684e-01	3.961658121e+00	-2.454797563e+02	4.572160295e-05	6.244889292e-03	2.786416401e+02	1.995367095e-05	2.398621967e-03	6.325428200e+02	2.281566664e-05	3.418691966e-01	6.502040644e+01	4.159450563e+00	1.429822408e-03	1.677669862e+02	9.577246694e-01	3.847481084e-02	-3.233677326e+02	7.245108637e-03	2.086039482e+01	7.356876149e+02	2.005823618e-06	1.625406590e+01	3.463739786e+02	1.371215764e-05	3.588722928e+00	2.272613376e+02	1.282657470e-06	4.971399655e-03	8.043138415e+02	4.882174364e-05	1.249099995e-01	9.158518890e+02	7.119728701e+00	1.158365695e-02	-9.292070486e+02	2.518828297e-01	6.780254788e-01	-6.862879928e+02	1.446099833e+01	1.729173654e-02	-5.525001514e+01	2.562738876e-04	2.067762970e-01	4.862665742e+02	4.605079302e-03	2.268795929e-01	-3.154113066e+01	1.770893406e-06	2.938255884e+00	-2.440209535e+02	8.681765485e-01	1.454869020e+00	8.477768436e+02	1.101909082e-02	3.218616881e-02	5.225615190e+02	3.205072417e-01	1.172218723e+01	-9.814041932e+02	8.700345146e-01	8.539203082e+01	-7.635115364e+02	3.361977230e-04	1.422632774e+01	7.689224858e+02	2.557685941e-05	6.839237418e-02	3.349879979e+01	1.689133220e-05	1.351289178e-02	-3.559658077e+08	-1.436510165e+02

139	-1.743089032e+02	2.672583097e-03	3.435555584e-03	9.561052684e+02	5.038055994e-05	3.759545187e-03	9.814117905e+02	9.643662951e-01	8.878408761e+00	-1.124686569e+02	7.627063879e-03	3.257550108e+00	-5.884519315e+02	1.668169665e-06	7.787601818e+00	8.635983727e+02	1.249840353e-03	9.584001377e-03	-1.112896661e+02	6.127757145e-03	4.477965227e-03	3.243207163e+02	6.490943169e+01	1.273821407e-01	3.147528130e+02	9.856998886e+01	8.027166791e-01	1.224468546e+02	1.985248327e-02	3.925525391e-03	1.886064550e+02	6.477712101e+00	2.135953083e-03	-1.934206552e+02	1.051832501e-01	3.817363429e-01	-2.747574850e+02	1.213558022e-04	5.152901944e-03	6.501626547e+02	3.045121707e-02	2.594736230e+00	-6.701330408e+02	5.269030862e+01	3.767638956e-01	-4.466552139e+02	1.950250272e-06	5.139328828e-02	6.115791169e+02	2.250504545e-02	3.198638959e-03	-9.904891511e+02	6.462926064e-04	4.705405182e-01	-4.267889070e+02	5.554320729e-06	4.618098470e-03	6.032823352e+02	7.404676454e-06	5.734196944e+01	-8.762480140e+02	1.109450960e-06	6.986657649e-03	7.110525935e+02	3.876601536e-04	7.552313172e+00	-7.826140974e+02	6.331117490e-05	1.049295296e+00	-1.082814175e+02	3.624857539e-03	1.864895761e-02	-3.085599395e+02	3.204476514e-06	4.451994645e+00	7.083757016e+02	1.815042405e-01	1.427705469e+00	3.303814803e+02	7.929482090e-01	7.731483137e-02	-2.357384808e+02	6.875832219e-06	6.217421584e-02	5.997266537e+02	1.835839564e-01	1.446237725e+01	-7.998845452e+02	5.223896424e-01	6.541252695e+01	1.460975382e-05	4.971477911e-02	6.315435109e+00	-2.703291600e+21	-1.702876636e+02

140	-1.658064462e+02	2.784230850e-06	1.043674669e-03	-5.763975837e+02	3.882163953e-04	1.048211208e-02	-3.143337741e+02	7.648941233e-03	4.618278681e+00	8.582181388e+02	6.810097925e-01	2.048608362e-02	-2.138571752e+02	1.740967880e-01	4.262860916e+00	2.918680477e+02	3.920426393e+01	1.993504325e+01	9.411684428e+02	2.162481053e-01	7.771771911e-03	-6.812039791e+02	1.035020750e-02	1.426246892e-02	-3.694447720e+02	2.380064513e-01	1.325248008e+01	5.218325047e+02	2.035669091e-02	4.776945004e-02	-4.890992970e+01	6.496924042e-03	1.249986412e+01	-2.824841728e+02	1.192336464e-02	9.348495890e-02	8.611051957e+02	4.502635095e-06	8.411939925e-01	4.162665822e+02	6.810488064e-06	1.194934502e-02	-5.944130473e+02	1.795088084e-05	3.811605521e-02	1.086636520e+02	1.773864539e-01	1.074178462e-01	1.151538598e+02	1.285389928e-02	1.740164075e-01	9.066142387e+02	3.088847793e-03	1.165666985e+00	8.045663391e+02	2.574081605e-02	1.001070535e-03	2.163815210e+02	2.481448362e-05	1.366037297e-01	7.981360106e+01	6.608563293e-05	2.729731048e-02	2.093266607e+02	6.093150928e+00	2.671581257e-01	6.009535920e+02	4.374224329e-01	4.950242364e-02	4.034971340e+02	3.124878890e-04	1.671459173e+01	5.831356587e+02	5.893635718e-02	2.938574529e-02	6.927625150e+02	6.994622568e-01	1.526025171e-02	1.930501303e+02	2.610989600e-01	1.996460356e+01	-4.180023072e+02	1.394997055e+01	9.785695535e-02	5.999759037e+02	2.207171005e-01	1.770481693e-01	2.523870657e+02	4.494453325e-02	2.979240163e-02	1.634540958e-04	3.651789349e-04	9.494894045e-02	-4.255454266e+18	-1.916933612e+02
