walker	beta0	ell0	sigma_noise	sigma_gp	beta1	ell1	beta2	ell2	beta3	ell3	beta4	ell4	beta5	ell5	beta6	ell6	beta7	ell7	beta8	ell8	beta9	ell9	beta10	ell10	beta11	ell11	beta12	ell12	beta13	ell13	beta14	ell14	beta15	ell15	beta16	ell16	beta17	ell17	beta18	ell18	beta19	ell19	beta20	ell20	beta21	ell21	beta22	ell22	beta23	ell23	beta24	ell24	beta25	ell25	beta26	ell26	beta27	ell27	beta28	ell28	beta29	ell29	log_l	log_p
150	8.474927668e-01	1.643791773e+00	1.638383235e+00	1.332594555e+00	9.933907896e-01	1.279958236e+00	-7.253982761e-01	1.933470193e+00	-2.390449839e-02	3.477406433e+00	-9.759847371e-01	1.860470750e+00	-1.630118866e+00	1.709023998e+00	6.826782802e-01	1.017889903e+00	8.029117853e-01	1.386845585e+00	9.610924994e-01	2.238540551e+00	2.257432396e-01	1.920002798e+00	1.657444536e-01	2.010026255e+00	-6.031631515e-01	7.799606977e-01	-3.843391730e-01	9.815904372e-01	-3.618693032e-01	1.203427119e+00	1.709182451e-01	9.255242063e-01	-3.952132957e-01	1.252883475e+00	1.922699113e-01	7.980104825e-01	3.849293992e-01	1.476816168e+00	-6.181570322e-01	9.707852624e-01	3.380089016e-02	1.637163699e+00	-3.428266059e-01	8.612052907e-01	-2.255688870e+00	1.312883946e+00	9.387008378e-01	1.420998928e+00	1.715744476e-02	1.165496314e+00	4.422667788e-01	1.199718962e+00	1.703327828e+00	1.385352910e+00	-3.288465823e-01	7.340866608e-01	-4.115626846e-01	7.676133391e-01	2.213947558e+00	6.286272500e-01	1.905880088e-01	2.576491348e+00	-7.890471256e+02	-9.317502440e+01

151	6.798435104e-01	1.133634643e+00	2.853772842e+00	2.434739074e+00	-3.258184308e-01	1.912947513e+00	1.044634988e-01	9.530353829e-01	1.053762809e+00	2.808709698e+00	-1.530772309e-01	6.812699139e-01	6.736445372e-01	1.888973203e+00	-4.597300129e-01	1.001614847e+00	2.782282693e-01	1.590369085e+00	4.654668290e-01	1.909633327e+00	2.191868592e-01	1.574661428e+00	6.521390468e-01	1.419379540e+00	3.696134974e-01	1.300483448e+00	1.302640957e+00	1.419736591e+00	1.061610428e+00	1.994390466e+00	3.729100007e-01	1.682420486e+00	-6.524899462e-01	7.823538827e-01	-3.837598015e-03	1.334131388e+00	3.023380093e-01	3.170265380e+00	1.873239102e-01	1.688601820e+00	1.714389019e-01	2.886547381e+00	5.004574005e-01	1.294937140e+00	-3.774383964e-01	1.262750341e+00	-2.087222650e-01	1.247435800e+00	1.005820422e-01	1.258885166e+00	8.888111172e-01	9.246557158e-01	-7.294526428e-01	2.291647769e+00	5.641360072e-02	1.243886270e+00	6.144045123e-02	2.603024359e+00	-6.953667750e-01	1.795660519e+00	3.672229207e-01	1.358609151e+00	-8.715034130e+02	-9.867226095e+01

152	-5.553490217e-02	2.099765844e+00	1.075605704e+00	1.638842570e+00	1.929244440e+00	1.645831355e+00	-8.239756954e-01	2.085869954e+00	-1.589377873e+00	1.660125744e+00	-5.126039375e-01	2.040474917e+00	1.077046364e-01	2.936502490e+00	-9.476393840e-02	1.748042610e+00	-2.711611052e-01	1.318099748e+00	3.585764937e-01	1.277604583e+00	-1.146792832e-01	2.569880200e+00	-7.452111940e-01	1.121649540e+00	-3.384983813e-02	1.747975798e+00	4.816923651e-01	1.566193833e+00	-3.878865311e-01	1.836910328e+00	6.377522073e-01	1.035100734e+00	-7.070316235e-01	1.156539918e+00	-1.513327061e-01	2.202438153e+00	4.245685781e-01	1.505466213e+00	-1.003144959e-01	1.563824941e+00	-3.728621802e-01	1.375837555e+00	5.768566136e-01	1.296216029e+00	-4.315297104e-01	1.391808243e+00	-1.333606852e+00	1.540914118e+00	1.112327292e+00	1.410800282e+00	-8.493506026e-01	2.097548459e+00	5.286853285e-01	1.122795306e+00	7.574414472e-01	8.086578886e-01	1.032469744e+00	2.100144326e+00	4.326232972e-01	7.300795205e-01	5.219126332e-03	8.968528899e-01	-7.345731501e+02	-9.714186947e+01

153	-1.413761033e-01	1.999205215e+00	1.138598444e+00	1.227679507e+00	-1.808547523e-01	1.975455867e+00	-7.342076567e-01	1.199498043e+00	2.615845494e-01	8.769473373e-01	-2.684504421e-01	1.614041875e+00	-2.149404323e-01	1.073249556e+00	-9.194152303e-01	1.465466464e+00	-6.447482607e-01	1.348669255e+00	-7.664158126e-01	1.318094357e+00	9.475617318e-01	1.920307241e+00	-1.886549111e-01	1.640643117e+00	-2.018068896e+00	1.319138220e+00	2.429342518e-01	1.933477046e+00	-1.445277053e-01	1.812666492e+00	2.881734588e-01	1.593365114e+00	9.416113083e-01	1.773064579e+00	-7.162664224e-01	1.630780840e+00	-4.406076528e-02	1.335823961e+00	-3.348517101e-01	9.700843366e-01	-1.093174883e+00	1.106785081e+00	-3.715765884e-01	1.208137645e+00	-1.713319605e-01	2.028350658e+00	4.052779970e-01	1.454119248e+00	7.102680501e-01	1.285642617e+00	-2.640302109e-02	1.639148895e+00	-1.117216522e-01	1.076513385e+00	2.653027900e-01	1.583540966e+00	-1.117694475e+00	1.539773514e+00	1.467289769e+00	1.943450179e+00	-7.078043008e-01	2.455304928e+00	-7.942116626e+02	-9.538571945e+01

154	1.018478944e+00	8.639616929e-01	1.128289402e+00	1.435736761e+00	-6.171931659e-02	3.435797546e+00	4.560353289e-01	2.102956398e+00	6.965718272e-01	2.420074906e+00	-1.320662761e+00	1.030588495e+00	7.630890648e-01	1.177777653e+00	1.161598502e-01	1.081692012e+00	-5.133318011e-01	1.211319611e+00	1.145750197e-02	1.683454522e+00	2.509261254e-01	2.251214509e+00	2.164853676e-01	1.356391147e+00	3.469684462e-01	1.642652332e+00	-1.348405372e+00	1.584678369e+00	7.846909758e-01	9.835654035e-01	-1.019755907e+00	7.558175269e-01	-5.420002689e-01	9.438623191e-01	9.947731854e-02	1.569056993e+00	7.395766882e-01	4.105727369e+00	1.171271171e+00	1.363032088e+00	-1.155854891e-01	1.761931961e+00	6.809337351e-02	1.512890710e+00	-9.826094172e-01	2.802397367e+00	-8.729148510e-01	1.207076649e+00	-3.352393876e-01	1.557115974e+00	4.236501045e-02	9.646123992e-01	-2.511706885e-02	2.829667544e+00	1.518497293e+00	1.083059426e+00	1.370896698e+00	1.134064825e+00	-4.646455235e-01	1.482216123e+00	-4.197503770e-02	1.144082429e+00	-7.262286484e+02	-9.729555453e+01

155	1.921974051e-01	9.242726943e-01	1.070142752e+00	9.908221949e-01	-9.774823119e-02	1.621033347e+00	1.027257996e+00	1.163160229e+00	-1.783133942e-01	1.162082233e+00	3.414910061e-02	2.626993504e+00	-3.559519428e-01	7.917185997e-01	-8.057492790e-01	1.435353490e+00	1.625131794e-01	1.841491391e+00	-1.840553619e-01	2.438363562e+00	3.308261346e-01	2.592559992e+00	-7.358430151e-01	7.232731730e-01	-5.795693344e-01	8.320675548e-01	1.014074687e+00	1.540779476e+00	-8.706105751e-01	7.577781601e-01	3.693943749e-01	1.621586702e+00	2.528569518e-01	1.367019092e+00	-1.236209578e+00	1.142152470e+00	2.196377445e-01	1.507199088e+00	-5.599308190e-01	1.424280342e+00	-7.218581863e-01	1.677673398e+00	-6.930377186e-01	1.237896074e+00	-2.902036641e-01	2.180328508e+00	-3.550842091e-02	2.129486599e+00	1.975703477e-01	1.704339714e+00	-3.892774444e-01	1.650077663e+00	2.424064060e-01	1.587464689e+00	5.418572176e-01	1.377575040e+00	1.078214020e+00	1.526183843e+00	7.163997895e-01	1.612072363e+00	5.571513938e-01	7.322973024e-01	-7.982980409e+02	-9.308614450e+01

156	-4.356289980e-01	1.967161227e+00	1.199788368e+00	2.375520669e+00	-5.417411424e-01	1.770184109e+00	2.870716483e-01	1.074417890e+00	-7.684218096e-02	2.153545947e+00	-6.180460128e-01	1.191146774e+00	-5.498941990e-01	1.039665645e+00	-1.017849830e+00	1.678540752e+00	-2.019616587e-01	2.102111711e+00	2.381119547e-02	1.854509424e+00	3.384634745e-01	1.639427503e+00	-1.472116852e-01	1.022711302e+00	-4.179139296e-01	9.617979807e-01	-2.785740282e-01	1.687919870e+00	-1.240728692e+00	1.400212990e+00	1.247780514e-02	1.204908184e+00	8.952027950e-02	1.591848780e+00	9.601954504e-03	1.271811564e+00	-3.512142446e-01	1.329741241e+00	7.579510255e-01	1.428698124e+00	-8.388615848e-02	1.450801573e+00	-8.496473984e-01	1.409030778e+00	1.591850269e-01	2.211770255e+00	-8.530306663e-01	9.845869934e-01	4.700305379e-01	1.554602596e+00	6.196884664e-01	1.438992092e+00	1.810587880e-01	1.468113805e+00	2.408086181e-01	1.781344627e+00	1.271272295e+00	1.582060473e+00	1.396062393e-01	1.262942514e+00	2.230491699e-01	5.834700589e-01	-7.246575315e+02	-9.378006729e+01

157	-3.176319141e-01	9.310053951e-01	1.910017066e+00	1.894333935e+00	1.131007050e+00	1.371858805e+00	2.341117882e-01	1.649097847e+00	-1.219611057e+00	1.390306791e+00	-1.152306699e+00	9.710811141e-01	-6.450608627e-01	1.156903822e+00	8.402575602e-01	1.192668457e+00	-3.312913285e-01	1.170333495e+00	-2.873305383e-02	1.627760886e+00	5.766788874e-01	1.394624687e+00	-2.350776151e-01	1.342496360e+00	-3.707947783e-01	1.667514277e+00	-7.215576877e-01	1.830092062e+00	-3.399410763e-01	3.278781719e+00	-9.395852805e-01	1.511750890e+00	1.018649284e+00	1.080131604e+00	4.827098014e-01	1.521794246e+00	6.735096349e-01	2.679159044e+00	6.172354808e-01	1.622696825e+00	-5.907477110e-01	2.007545186e+00	2.795652048e-01	1.021487566e+00	-6.595925221e-01	1.984936251e+00	6.843006577e-01	1.624569566e+00	1.941818864e-02	1.159569642e+00	-1.302625094e-02	1.337319253e+00	2.666461239e-01	1.460471470e+00	-3.332921417e-01	1.980485299e+00	4.928012232e-01	1.155303219e+00	-1.659012516e-01	3.002039318e+00	1.241837916e-01	1.138083285e+00	-7.773122368e+02	-9.684466890e+01

158	-6.453032632e-02	1.480584455e+00	2.145417508e+00	1.611739629e+00	-1.268071591e+00	1.739857090e+00	9.594377512e-01	1.754748303e+00	-8.199637857e-01	1.609956535e+00	4.209194059e-01	1.908110901e+00	2.875019001e-04	1.202826144e+00	2.567403205e-02	1.512942609e+00	-2.607819155e-02	1.152947997e+00	7.195039616e-02	1.632804132e+00	1.522182680e-01	1.517630551e+00	-6.742983537e-01	9.927801739e-01	-5.911327923e-01	1.176312636e+00	-3.341920539e-01	2.223759368e+00	3.230363050e-01	1.947552491e+00	-6.582935478e-02	1.211199433e+00	3.508193573e-01	1.888691080e+00	-1.013524903e+00	1.061007918e+00	-1.038985576e+00	2.212705492e+00	-6.823750444e-01	1.041792088e+00	-2.800618289e-01	8.096019267e-01	7.048522943e-02	1.097004011e+00	-2.245594403e-01	2.128483093e+00	1.684327478e-01	1.209609677e+00	7.930348862e-01	9.896397580e-01	7.376374941e-01	1.206270059e+00	-1.076556010e-01	1.624656459e+00	8.848363847e-01	8.432787765e-01	9.628476989e-01	1.108297716e+00	6.201690112e-01	1.388379210e+00	-1.672356832e-01	1.363934437e+00	-8.151843904e+02	-9.313335482e+01

159	1.463512756e+00	8.260267236e-01	8.184600988e-01	2.586877140e+00	-1.327900860e-01	1.176033949e+00	8.228055453e-01	1.254926670e+00	-1.276447524e+00	1.970365123e+00	7.245325424e-01	1.373763614e+00	-7.732265259e-01	1.479977605e+00	-7.375640059e-01	1.191419979e+00	-1.783121557e+00	1.092684681e+00	-1.026579057e+00	1.079826684e+00	3.367908588e-01	1.807484949e+00	2.187551702e+00	1.031875523e+00	-1.908841426e+00	1.796150114e+00	-1.313594569e+00	1.331860972e+00	-8.988694981e-01	1.764759582e+00	1.060910008e-01	1.246336288e+00	8.591986889e-01	1.911533108e+00	4.320551106e-01	3.686799962e+00	1.368980502e+00	2.723345716e+00	-2.092798511e+00	9.675142494e-01	-1.036637848e+00	7.447228638e-01	6.061115255e-01	1.717851207e+00	-3.966230935e-01	3.253677748e+00	7.010468151e-01	7.277105706e-01	7.359433558e-01	1.570254898e+00	6.546462577e-02	1.158892077e+00	4.480913068e-01	2.375854003e+00	4.384450388e-02	1.452984898e+00	1.826354822e+00	1.510921616e+00	7.825127674e-01	1.025206849e+00	-1.184240922e+00	1.467853922e+00	-7.233233917e+02	-9.871856818e+01

160	2.283929007e+00	1.405718018e+00	3.472354361e+00	7.609723064e-01	7.644082836e-01	1.061278277e+00	-2.828546062e+00	9.060813585e-01	-8.471362060e-01	2.789574826e+00	-1.627435695e+00	3.723987054e+00	-6.179886975e-01	2.146904399e+00	1.022099715e+00	7.181927033e-01	-2.312220423e+00	6.740066184e-01	1.147819351e+00	2.648390129e+00	-6.961462845e-01	6.847102234e+00	-1.579970031e+00	3.901394503e-01	-2.241257013e+00	9.931893878e-01	-3.863082069e-01	8.721895269e-01	-1.253748738e-01	2.639587110e+00	7.117928812e-01	3.353063031e-01	-7.159820247e-01	6.902038585e-01	-8.533017260e-01	1.711297807e+00	-1.007562860e+00	1.255531039e+00	5.211098812e-01	6.579521743e-01	1.989450383e-01	1.752757026e+00	-3.463182133e-01	7.260610711e+00	-2.147354594e+00	1.023588413e+00	-8.095576571e-01	7.586442450e-01	4.467063355e-01	3.699888247e+00	-1.708475391e+00	2.654632068e+00	3.023705758e+00	3.025261423e+00	-4.668969630e-01	7.400427335e-01	8.865218637e-01	1.072583635e+00	6.981561198e-01	8.507182094e-01	1.174281426e+00	4.153417631e-01	-1.606888216e+03	-1.060420796e+02

161	1.448099699e+00	3.341896914e+00	9.813749523e-01	2.133411502e+00	-1.754221420e-01	2.813964652e+00	-7.118050266e-02	7.618589082e-01	7.604227911e-01	1.848764077e+00	-6.005050537e-01	9.144523103e-01	1.336690718e-01	2.078452198e+00	1.686873202e-01	5.796563396e-01	2.363626881e-01	1.241182181e+00	-9.695205716e-01	3.120365184e+00	-3.524884732e-01	3.601498680e+00	1.778415846e-01	1.367898407e+00	-1.263295818e+00	1.705600668e+00	-8.951152337e-01	1.994806538e+00	-5.255436405e-01	1.016148117e+00	1.429603584e-01	2.098423812e+00	-4.509395218e-01	2.728527020e+00	-2.090477812e+00	3.021569912e+00	1.417897420e+00	2.424850586e+00	-1.686385717e-01	1.364259221e+00	1.315299348e+00	2.212790135e+00	5.466745732e-01	1.219395177e+00	-3.840742149e-01	1.590214515e+00	-3.063973473e-01	1.172789032e+00	-2.411713865e-01	1.901745400e+00	-1.818698445e-02	1.372304030e+00	3.007856019e-01	3.189697310e+00	1.542119470e+00	1.066511622e+00	1.217276011e+00	6.892440038e+00	1.193608839e+00	1.881878140e+00	2.419211793e-01	2.342029743e+00	-7.270759587e+02	-1.090655002e+02

162	-1.421795318e-01	1.303914864e+00	1.184803444e+00	1.171432215e+00	1.096001225e-01	1.431921540e+00	-4.214169286e-01	1.250205921e+00	8.586268561e-02	9.805661155e-01	-5.456441294e-01	1.949753255e+00	-1.907186171e-01	1.154417601e+00	-2.400535720e-01	1.485242991e+00	4.024645175e-01	1.620217401e+00	4.197184530e-02	2.255243564e+00	1.400550147e+00	1.843053891e+00	-1.114234206e+00	9.451075304e-01	-7.725411461e-01	1.031298293e+00	4.754597926e-01	8.184836031e-01	5.646706055e-02	1.670586680e+00	-6.050181910e-01	1.588088824e+00	1.145384952e+00	1.045089680e+00	-7.085800255e-01	2.558687965e+00	1.035473435e+00	3.195811990e+00	9.772850923e-01	1.434880652e+00	1.475337016e-01	2.362373333e+00	1.837675459e+00	1.231955532e+00	-2.018340530e-01	1.409129915e+00	-3.164998681e-01	1.531514919e+00	1.647300636e-01	2.034191329e+00	-6.200966005e-01	1.768383915e+00	4.526311584e-02	1.214841369e+00	8.064581602e-01	1.787771357e+00	6.454170790e-01	1.230644025e+00	-9.251485881e-01	1.098687499e+00	1.088178879e+00	9.804472284e-01	-6.908674546e+02	-9.518851770e+01

163	3.034955921e-01	7.862783907e-01	1.049890660e+00	4.534935756e+00	1.321002684e+00	8.539424233e-01	-9.023242157e-01	4.542405080e-01	-1.491185892e+00	1.573581137e+00	-4.316622884e-01	1.197104284e+00	2.012875202e+00	4.024570555e-01	7.936425967e-01	1.813619913e+00	4.644243641e-01	1.795005363e+00	2.744313555e-01	8.074275084e-01	1.313695263e-01	1.520876862e+00	5.529988237e-01	3.134335612e-01	4.270855902e-01	4.110076795e-01	2.200462142e+00	8.601589490e-01	7.007607797e-01	1.435582982e+00	-1.181514304e-01	1.260532970e+00	6.604422779e-01	8.822075495e-01	1.365148923e+00	1.310320686e+00	1.584556320e+00	1.357860782e+00	-1.588651700e+00	1.651045026e+00	6.640034574e-01	1.361942982e+00	-1.504486864e+00	1.585179182e+00	-3.566428983e-01	1.037418714e+00	-1.615098497e+00	4.443545037e+00	-9.179698997e-01	9.202459385e-01	5.639578812e-01	1.407623116e+00	-8.223495542e-01	1.013150018e+00	9.564706704e-01	1.815804498e+00	-7.656625482e-01	2.401038396e+00	1.638643969e+00	8.351171791e-01	7.491171614e-01	5.298771075e-01	-7.215928546e+02	-9.221410034e+01

164	1.541413920e+00	1.778196829e+00	1.816965280e+00	1.670320850e+00	-1.201454747e-01	1.980657854e+00	-4.271662558e-01	1.065139941e+00	-4.305777702e-01	1.817227238e+00	-2.050814662e-01	4.248575950e+00	-7.277776000e-01	1.582444855e+00	-2.710980835e-01	1.214994343e+00	-3.283358918e-01	1.859430165e+00	8.895569947e-01	1.381470160e+00	-1.002955710e+00	5.856306787e+00	-7.878305562e-01	9.654006036e-01	-1.293443332e+00	9.666148712e-01	-7.392729488e-02	1.161841953e+00	-5.515313557e-01	2.621363503e+00	1.783780894e-01	1.148524990e+00	-6.534324996e-01	8.602563217e-01	-1.349575627e-01	2.160606606e+00	-5.252204696e-02	1.631347076e+00	-2.335732998e-01	9.180961898e-01	4.670929957e-01	1.522314401e+00	-4.049220784e-01	3.586180523e+00	-4.165596410e-01	1.405862809e+00	5.350234526e-01	1.659726456e+00	-9.690729046e-01	3.070840388e+00	-6.022556182e-01	1.628622366e+00	3.941392235e-01	2.019965000e+00	1.174666522e+00	9.324736291e-01	-5.280260806e-01	1.738033918e+00	7.584686020e-01	9.800232401e-01	-1.672210807e+00	8.717085251e-01	-9.077944879e+02	-1.020060391e+02

165	1.953468119e+00	9.748783457e-01	1.612114822e+00	3.839693430e+00	4.286818757e-01	4.069340220e+00	-1.446486449e+00	4.573702380e-01	-2.131768787e-01	8.593515823e-01	-1.688794985e+00	1.226970854e+00	-8.587619910e-01	7.375699537e-01	4.273764888e-01	8.607331418e-01	1.198224784e+00	3.416833216e+00	1.709417575e+00	4.772971268e-01	-1.700378827e+00	1.155463365e+00	1.780236696e+00	2.248041957e+00	-9.102732209e-01	8.938591706e-01	1.165470624e+00	7.021342397e-01	4.958159737e-01	1.974810833e+00	-2.753417341e-01	6.851312358e-01	-1.051969374e+00	6.949955215e-01	7.938120790e-01	2.512981024e+00	-1.854632088e-01	1.045146808e+00	6.593186847e-01	9.840534763e-01	-1.894308832e+00	1.972700483e+00	-2.855989574e+00	1.119950774e+00	8.456985788e-01	1.880326335e+00	-6.684268201e-01	8.339741088e-01	-2.498568496e-01	6.270820082e+00	2.424806619e+00	9.521303919e-01	-7.253992872e-02	3.631220764e+00	1.788706430e+00	9.345635855e-01	1.182402775e+00	1.244223969e+00	-9.301836569e-01	1.297662931e+00	-3.241088733e-01	4.486116645e-01	-8.171911379e+02	-9.974694090e+01

166	-6.376331081e-01	2.643099823e+00	1.872263382e+00	2.616592985e+00	-1.566170570e-01	3.438980534e+00	-4.425398404e-01	8.698925347e-01	-1.182659706e-01	2.985572117e+00	-3.463641549e-01	1.356303281e+00	-6.983063092e-01	1.129407808e+00	-1.249239049e-02	1.516566946e+00	7.445970561e-02	1.248605764e+00	2.166316346e-02	1.700434045e+00	9.272222655e-01	1.049174560e+00	-1.182104049e+00	1.912736730e+00	-4.206659778e-01	8.217350555e-01	-2.083282804e-01	1.392334612e+00	-6.202801925e-01	1.690851145e+00	-4.225604022e-01	2.509504308e-01	4.548240732e-01	1.349303248e+00	3.664100503e-01	1.183386733e+00	-1.502028140e+00	1.746524474e+00	1.888185105e-01	2.109222874e+00	1.055388016e+00	1.323510299e+00	7.063840368e-01	2.466345631e+00	4.926870100e-02	1.562820274e+00	-1.080481765e+00	1.697746696e+00	7.241934887e-01	1.646764470e+00	-5.904779057e-01	1.219864262e+00	-8.781290206e-01	6.396929201e-01	1.164095341e+00	1.284012166e+00	2.573727287e+00	1.941579488e+00	5.585609217e-01	2.262109347e+00	-3.154399151e-01	8.534896178e-02	-7.525905417e+02	-9.923128471e+01

167	-1.085825854e+00	1.306037200e+00	9.919128456e-01	1.757282612e+00	-1.421572567e-01	1.334800083e+00	-4.436059113e-01	8.350861199e-01	-2.214123208e-01	1.073503048e+00	-5.273713271e-01	4.248727939e+00	1.324025519e-01	1.277365745e+00	-8.585514168e-02	1.386886465e+00	1.062012194e+00	1.193688172e+00	1.370279485e-01	2.428028690e+00	1.752012381e+00	1.508599644e+00	-7.546729195e-01	9.781183818e-01	4.262195290e-01	7.963060007e-01	5.312700614e-01	1.504354551e+00	1.072997368e+00	1.958350766e+00	4.319582537e-01	3.795994813e+00	-6.035291472e-01	2.440175834e+00	-1.775818146e+00	1.509783227e+00	2.265944726e+00	1.766068979e+00	-1.162820650e+00	9.934185672e-01	8.813926411e-01	2.223884534e+00	3.869302805e-01	1.265615417e+00	1.254562084e+00	1.394185989e+00	2.861062514e-01	1.488303979e+00	6.872790146e-01	1.709590412e+00	-7.484476540e-01	1.491712868e+00	5.740282487e-01	1.551414661e+00	-2.222929942e-01	1.503977357e+00	8.885432791e-01	2.000631770e+00	-5.856725826e-01	8.803016070e-01	1.035325125e+00	2.194184386e+00	-6.556194692e+02	-9.945289186e+01

168	5.372327372e-01	1.524789405e+00	1.661182580e+00	1.909525473e+00	5.478657920e-01	1.736908939e+00	-1.922952966e+00	1.624706281e+00	-3.435869289e-01	1.980349011e+00	4.009205392e-01	1.507294669e+00	-7.793753433e-01	1.134764633e+00	6.082576516e-01	9.452767403e-01	5.275743009e-01	1.838604663e+00	6.626833940e-01	1.257257762e+00	-3.319860960e-01	1.164505744e+00	-3.058542570e-01	8.875408728e-01	-4.564540741e-01	1.053381335e+00	3.491951433e-01	2.145063993e+00	2.382273618e-01	1.419183917e+00	1.175181311e+00	2.024947866e+00	-3.280183751e-01	1.261293073e+00	-1.082476442e+00	9.266775126e-01	6.523043145e-01	2.109735194e+00	-4.778547477e-01	1.692425224e+00	1.457785260e-01	1.074114871e+00	5.591939183e-01	2.851265003e+00	-6.013474584e-01	1.409509850e+00	2.171165860e-02	1.229943099e+00	-8.257715275e-01	2.313279206e+00	1.853872601e-01	1.077864222e+00	3.857298359e-01	1.512403349e+00	4.970685946e-01	1.314150844e+00	-1.099939468e+00	8.969068410e-01	-7.718207498e-03	1.085077645e+00	-3.098860565e-01	1.984060716e+00	-7.612466977e+02	-9.496192377e+01

169	1.286180595e+00	1.340023789e+00	1.227336507e+00	1.521157458e+00	-4.551617072e-01	3.391311728e+00	-2.360519445e+00	2.599532945e+00	6.509304615e-02	1.166932878e+00	5.285247527e-01	1.787636641e+00	-2.303119149e+00	1.586734568e+00	2.102374600e+00	1.227976260e+00	1.857890674e-01	9.283572156e-01	7.902175266e-01	1.832065677e+00	8.221844046e-01	1.202745816e+00	-4.516079608e-01	6.228258671e-01	-8.334129333e-01	8.454601585e-01	-6.556547420e-02	2.725831384e+00	-3.847211909e-01	1.856616572e+00	1.536535225e+00	1.995146395e+00	-9.197614360e-01	1.649023049e+00	-5.509878133e-01	5.342795001e-01	1.663738392e+00	2.190162973e+00	-9.520054770e-01	1.796431435e+00	4.099750544e-01	1.041469075e+00	4.985468254e-01	1.690999598e+00	8.323598665e-02	2.015331885e+00	-1.784455723e-01	1.323803536e+00	-2.498955308e-01	3.144303162e+00	3.421302316e-01	1.419125729e+00	-5.411967329e-02	6.317196271e-01	-1.477634122e-01	1.116858380e+00	2.142630605e-01	8.888384220e-01	-5.014212088e-01	1.595697304e+00	-4.622794943e-02	2.231619132e+00	-7.604648435e+02	-9.865251089e+01

170	6.661163170e-01	9.302193929e-01	1.344333814e+00	2.711665912e+00	-1.904972624e-01	1.276250796e+00	2.939353358e-01	1.000453253e+00	1.547024746e-01	2.144581230e+00	-1.846877429e-03	1.608024039e+00	2.451318999e-02	1.730237157e+00	-2.627615656e-01	1.249230043e+00	2.168289832e-01	1.504839473e+00	1.658855187e-01	2.038302124e+00	-9.170043989e-03	2.798078601e+00	-1.360521007e+00	1.094696616e+00	-1.138969190e-01	1.041942348e+00	9.301054311e-01	9.657883955e-01	-8.790807480e-01	1.122298968e+00	8.328143863e-01	1.742809251e+00	-1.774643018e-01	1.189093829e+00	-5.502436987e-01	9.550027155e-01	-1.969310478e-01	2.431950099e+00	-6.414386256e-01	2.263788479e+00	1.284878773e-01	1.321665616e+00	1.120800959e-01	2.395828053e+00	-3.565122383e-01	1.677421881e+00	4.436629168e-01	4.563165882e+00	-2.014124565e-01	1.571497257e+00	-8.393626021e-01	1.723908111e+00	-7.798336035e-02	1.978327892e+00	1.802171839e-01	1.564707855e+00	-1.872589922e-01	1.266459197e+00	7.182926586e-02	1.263719124e+00	-1.342455263e-01	1.237704438e+00	-7.424866867e+02	-9.815303934e+01
